[Sun Nov 03 09:12:39.896447 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP  13. spl_autoload_call() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:542
[Sun Nov 03 09:12:39.896459 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP  14. Symfony\\Component\\ClassLoader\\DebugClassLoader->loadClass() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:0
[Sun Nov 03 09:47:46.605028 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP Fatal error:  Call to undefined method DOMElement::getText() in /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/Providers/AddictedProvider.php on line 49
[Sun Nov 03 09:47:46.605060 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP Stack trace:
[Sun Nov 03 09:47:46.605068 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   1. {main}() /home/fabex/dev/adstSF2/web/app_dev.php:0
[Sun Nov 03 09:47:46.605086 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() /home/fabex/dev/adstSF2/web/app_dev.php:28
[Sun Nov 03 09:47:46.605094 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   3. Symfony\\Component\\HttpKernel\\DependencyInjection\\ContainerAwareHttpKernel->handle() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2249
[Sun Nov 03 09:47:46.605100 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   4. Symfony\\Component\\HttpKernel\\HttpKernel->handle() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2947
[Sun Nov 03 09:47:46.605106 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   5. Symfony\\Component\\HttpKernel\\HttpKernel->handleRaw() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2818
[Sun Nov 03 09:47:46.605111 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   6. call_user_func_array() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2844
[Sun Nov 03 09:47:46.605118 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   7. Fabex\\Bundle\\SubTitleProviderBundle\\Controller\\DefaultController->getSubTitleAction() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2844
[Sun Nov 03 09:47:46.605124 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   8. Fabex\\Bundle\\SubTitleProviderBundle\\Services\\SubTitle->getSubTitle() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Controller/DefaultController.php:19
[Sun Nov 03 09:47:46.605131 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP   9. Fabex\\Bundle\\SubTitleProviderBundle\\Services\\Providers\\AddictedProvider->getSubTitle() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/SubTitle.php:26
[Sun Nov 03 09:47:46.605137 2013] [:error] [pid 6747] [client 127.0.0.1:58894] PHP  10. Fabex\\Bundle\\SubTitleProviderBundle\\Services\\Providers\\AddictedProvider->getSrt() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/Providers/AddictedProvider.php:32
[Sun Nov 03 09:48:22.845097 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP Fatal error:  Call to undefined method DOMElement::text() in /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/Providers/AddictedProvider.php on line 49
[Sun Nov 03 09:48:22.845135 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP Stack trace:
[Sun Nov 03 09:48:22.845146 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   1. {main}() /home/fabex/dev/adstSF2/web/app_dev.php:0
[Sun Nov 03 09:48:22.845157 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() /home/fabex/dev/adstSF2/web/app_dev.php:28
[Sun Nov 03 09:48:22.845167 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   3. Symfony\\Component\\HttpKernel\\DependencyInjection\\ContainerAwareHttpKernel->handle() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2249
[Sun Nov 03 09:48:22.845178 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   4. Symfony\\Component\\HttpKernel\\HttpKernel->handle() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2947
[Sun Nov 03 09:48:22.845188 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   5. Symfony\\Component\\HttpKernel\\HttpKernel->handleRaw() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2818
[Sun Nov 03 09:48:22.845197 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   6. call_user_func_array() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2844
[Sun Nov 03 09:48:22.845207 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   7. Fabex\\Bundle\\SubTitleProviderBundle\\Controller\\DefaultController->getSubTitleAction() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2844
[Sun Nov 03 09:48:22.845217 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   8. Fabex\\Bundle\\SubTitleProviderBundle\\Services\\SubTitle->getSubTitle() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Controller/DefaultController.php:19
[Sun Nov 03 09:48:22.845228 2013] [:error] [pid 7148] [client 127.0.0.1:58902] PHP   9. Fabex\\Bundle\\SubTitleProviderBundle\\Services\\Providers\\AddictedProvider->getSubTitle() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/SubTitle.php:26
